scouting_id,ally_top,ally_jungle,ally_mid,ally_adc,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_support,texto_entrada_nlp,strategy_label,main_phase,objective_focus,risk_level,execution_difficulty,dataset_version
3407,Nocturne,Hecarim,RenataGlasc,Kayn,KhaZix,MissFortune,Pyke,Sett,Fiora,Kindred,"La lectura inicial indica que, con Nocturne, Hecarim y RenataGlasc frente a MissFortune, Pyke y Sett, La partida debe abrirse por los costados, no por peleas frontales sin preparación. El foco debe estar en torres laterales y presion cruzada, cuidando control de vision.",splitpush táctico,mid-late,torres laterales y presión cruzada,alto,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3408,Gragas,Gangplank,Singed,Zilean,Rumble,Anivia,Hecarim,Taric,MissFortune,Ekko,"El draft aliado mezcla engage, engage y side lane pressure, mientras el rival amenaza con poke y objective control. La condición principal es preparar zonas neutrales con tiempo, empujar oleadas y obligar al rival a facecheckear. La ejecución depende de ventanas de tempo.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
3409,Heimerdinger,KhaZix,Zoe,AurelionSol,Ryze,Evelynn,Warwick,Ziggs,Vladimir,Braum,"La partida debe abrirse por los costados, no por peleas frontales sin preparación. En la práctica, Heimerdinger y AurelionSol necesitan que KhaZix controle los primeros movimientos contra Evelynn y Braum. La prioridad debería girar alrededor de torres laterales y presión cruzada.",splitpush táctico,mid-late,torres laterales y presión cruzada,medio,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3410,Volibear,Ryze,Naafiri,Gnar,Gwen,Draven,Hecarim,Zed,Viktor,Soraka,"La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. En la práctica, Volibear y Gnar necesitan que Ryze controle los primeros movimientos contra Draven y Soraka. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",alto,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
3411,LeBlanc,Sejuani,Hecarim,Draven,Nunu,Talon,Anivia,Riven,Kayn,Caitlyn,"El draft aliado mezcla control mage, engage y objective control, mientras el rival amenaza con engage y poke. No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. La ejecución depende de prioridad de oleadas.",wombo combo,mid,peleas agrupadas por dragón o barón,medio,Depende de cooldowns definitivos.,V3_implicit_contextual
3412,Lulu,Seraphine,Samira,Jayce,Ashe,Bard,LeeSin,Renekton,Rengar,Pantheon,"El draft aliado mezcla disengage, peel y lane pressure, mientras el rival amenaza con engage y early gank. El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. La ejecución depende de flancos laterales.",jugar a objetivos,mid,"dragones, heraldo y visión previa",medio,Necesita prioridad previa de líneas.,V3_implicit_contextual
3413,Volibear,Malphite,Sion,Viktor,Maokai,Ambessa,Lux,MasterYi,LeeSin,Gnar,"No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. En la práctica, Volibear y Viktor necesitan que Malphite controle los primeros movimientos contra Ambessa y Gnar. La prioridad debería girar alrededor de heraldo, dives y rotaciones tempranas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3414,Singed,Veigar,Brand,ChoGath,Lucian,Vi,Zeri,XinZhao,Tristana,Galio,"La presión viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. En la práctica, Singed y ChoGath necesitan que Veigar controle los primeros movimientos contra Vi y Galio. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3415,Viktor,Kalista,Azir,Hecarim,Xayah,Urgot,Trundle,Rell,RenataGlasc,JarvanIV,"El equipo debe llegar antes a dragón o heraldo, colocar visión profunda y usar prioridad de líneas para controlar entradas. En la práctica, Viktor y Hecarim necesitan que Kalista controle los primeros movimientos contra Urgot y JarvanIV. La prioridad debería girar alrededor de dragones, heraldo y visión previa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
3416,Sejuani,Fiora,Diana,Elise,Skarner,LeBlanc,Evelynn,Janna,Smolder,Sivir,"La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. En la práctica, Sejuani y Elise necesitan que Fiora controle los primeros movimientos contra LeBlanc y Sivir. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
3417,BelVeth,Kayle,Lucian,Kled,Jinx,Nilah,Akali,Morgana,Nocturne,Fiora,"Por la forma del draft, con BelVeth, Kayle y Lucian frente a Nilah, Akali y Morgana, El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. El foco debe estar en dragón o Nashor con formación estable, cuidando control de cooldowns.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3418,Kayle,Akali,Ivern,Kassadin,Udyr,Ambessa,Zed,Xerath,Lillia,MasterYi,"El draft aliado mezcla pelea ordenada, control mage y engage, mientras el rival amenaza con engage y scaling. La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. La ejecución depende de amenaza sobre carries.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
3419,Garen,Lillia,Ambessa,Anivia,Karthus,ChoGath,Samira,Varus,Sona,Gangplank,"La composición aliada se beneficia cuando, con Garen, Lillia y Ambessa frente a ChoGath, Samira y Varus, La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. El foco debe estar en torres exteriores y castigo sobre carries, cuidando zona de dragón.",dive composition,early-mid,torres exteriores y castigo sobre carries,bajo,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3420,Zyra,Riven,Soraka,Vayne,Pantheon,Volibear,Sejuani,Xayah,Azir,Maokai,"La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. En la práctica, Zyra y Vayne necesitan que Riven controle los primeros movimientos contra Volibear y Maokai. La prioridad debería girar alrededor de dragón o Nashor con formación estable.",front-to-back,mid-late,dragón o Nashor con formación estable,alto,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3421,Riven,Yorick,Vladimir,Ashe,Nocturne,Rengar,Ivern,Akali,Fizz,Rammus,"En este escenario, con Riven, Yorick y Vladimir frente a Rengar, Ivern y Akali, El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. El foco debe estar en torres y zonas neutrales, cuidando presión de mapa.",poke composition,mid,torres y zonas neutrales,medio,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3422,Shaco,Alistar,Xayah,Ziggs,Senna,RekSai,Sylas,Camille,Bard,Vayne,"El punto clave será que, con Shaco, Alistar y Xayah frente a RekSai, Sylas y Camille, El equipo debe acelerar rotaciones, castigar tiempos muertos del rival y usar cada ventana corta para sacar ventaja. El foco debe estar en heraldo, dives y rotaciones tempranas, cuidando posición del tirador.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3423,Seraphine,KhaZix,Lissandra,Sylas,Briar,Kled,Qiyana,KaiSa,Evelynn,Yasuo,"El draft aliado mezcla peel, early gank y scaling, mientras el rival amenaza con bruiser dive y roaming tempo. La prioridad está en visión profunda, control de arbustos y castigar enemigos separados del grupo. La ejecución depende de río sin visión.",pick composition,mid,visión oscura antes de Nashor,bajo,Requiere visión profunda.,V3_implicit_contextual
3424,MissFortune,Sona,Kindred,Jhin,Vladimir,Shen,Draven,Aphelios,Yuumi,Volibear,"Por la forma del draft, con MissFortune, Sona y Kindred frente a Shen, Draven y Aphelios, La composición necesita esperar cooldowns importantes y buscar una pelea agrupada donde varias habilidades impacten al mismo tiempo. El foco debe estar en peleas agrupadas por dragón o barón, cuidando prioridad de oleadas.",wombo combo,mid,peleas agrupadas por dragón o barón,medio,Depende de cooldowns definitivos.,V3_implicit_contextual
3425,KSante,Naafiri,Diana,Ahri,Orianna,Vi,Bard,Poppy,Vladimir,Ezreal,"El draft aliado mezcla pelea ordenada, roaming tempo y objective control, mientras el rival amenaza con dive y engage. La partida debe abrirse por los costados, no por peleas frontales sin preparación. La ejecución depende de ventanas de tempo.",splitpush táctico,mid-late,torres laterales y presión cruzada,alto,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3426,Hecarim,Rengar,Ornn,Aatrox,Orianna,Garen,Corki,Fiddlesticks,Rammus,Samira,"La composición aliada se beneficia cuando, con Hecarim, Rengar y Ornn frente a Garen, Corki y Fiddlesticks, El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. El foco debe estar en primer heraldo, placas y presión de río, cuidando setup de Nashor.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
3427,KSante,MasterYi,Aurora,Pantheon,Fiora,Senna,Seraphine,Gragas,Rakan,Varus,"La composición necesita moverse primero, ganar prioridad de oleadas y llegar antes a las jugadas del mapa. En la práctica, KSante y Pantheon necesitan que MasterYi controle los primeros movimientos contra Senna y Varus. La prioridad debería girar alrededor de heraldo, dives y rotaciones tempranas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",medio,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3428,Kassadin,Aatrox,Rell,Urgot,ChoGath,Seraphine,Garen,MasterYi,Shaco,Lulu,"Con una ejecución ordenada, con Kassadin, Aatrox y Rell frente a Seraphine, Garen y MasterYi, La ventaja aparece al administrar recursos del mapa, dividir presión y evitar peleas frontales innecesarias. El foco debe estar en oleadas laterales y estructuras, cuidando rotaciones limpias.",macro composition,mid-late,oleadas laterales y estructuras,bajo,Menos directa en peleas 5v5.,V3_implicit_contextual
3429,Yone,Cassiopeia,Sona,Gwen,Lucian,Viktor,Shaco,Vladimir,Zed,Volibear,"La lectura inicial indica que, con Yone, Cassiopeia y Sona frente a Viktor, Shaco y Vladimir, La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. El foco debe estar en torres y zonas neutrales, cuidando control de visión.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3430,Aatrox,Sion,Kayn,Shen,Mel,Hwei,Karthus,Ambessa,Gangplank,Ivern,"La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. En la práctica, Aatrox y Shen necesitan que Sion controle los primeros movimientos contra Hwei y Ivern. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3431,Viego,Rell,LeBlanc,MissFortune,Jinx,Anivia,Nilah,Gnar,Warwick,Olaf,"El draft aliado mezcla early gank, utility y control mage, mientras el rival amenaza con poke y lane pressure. No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. La ejecución depende de setup de Nashor.",wombo combo,mid,peleas agrupadas por dragón o barón,bajo,Depende de cooldowns definitivos.,V3_implicit_contextual
3432,Cassiopeia,Mel,Smolder,Yone,Draven,MasterYi,Bard,Seraphine,Poppy,Xerath,"El draft aliado mezcla poke, capturas previas y hypercarry, mientras el rival amenaza con early gank y engage. El equipo debe jugar alrededor del tirador principal, darle espacio y usar herramientas defensivas para mantenerlo vivo. La ejecución depende de control de visión.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
3433,Galio,Azir,Quinn,Leona,Nautilus,Lulu,Corki,Xayah,Elise,Ashe,"Por la forma del draft, con Galio, Azir y Quinn frente a Lulu, Corki y Xayah, Si la partida se extiende, el daño sostenido y las herramientas de zona pueden superar la presión inicial del rival. El foco debe estar en barón, alma o pelea tardía, cuidando río sin visión.",escalar late,late,"barón, alma o pelea tardía",medio,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
3434,Briar,Qiyana,Thresh,Azir,Kindred,XinZhao,Graves,Yasuo,Nasus,Orianna,"El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. En la práctica, Briar y Azir necesitan que Qiyana controle los primeros movimientos contra XinZhao y Orianna. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3435,XinZhao,Corki,Olaf,Shen,Janna,Twitch,Smolder,Orianna,Aatrox,Rakan,"El draft aliado mezcla tempo, poke y side lane pressure, mientras el rival amenaza con hypercarry y hypercarry. El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. La ejecución depende de prioridad de oleadas.",splitpush táctico,mid-late,torres laterales y presión cruzada,medio,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3436,Nocturne,Leona,Viego,Malphite,Evelynn,Yasuo,Zed,Ziggs,Galio,Briar,"El draft aliado mezcla dive, disengage y early gank, mientras el rival amenaza con bruiser dive y scaling. El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. La ejecución depende de control de visión.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3437,Kassadin,Poppy,Nami,Rumble,Jayce,ChoGath,Lux,Olaf,Naafiri,Fiddlesticks,"La lectura inicial indica que, con Kassadin, Poppy y Nami frente a ChoGath, Lux y Olaf, La prioridad está en visión profunda, control de arbustos y castigar enemigos separados del grupo. El foco debe estar en visión oscura antes de Nashor, cuidando rotaciones limpias.",pick composition,mid,visión oscura antes de Nashor,alto,Requiere visión profunda.,V3_implicit_contextual
3438,BelVeth,Udyr,Qiyana,Aatrox,Evelynn,Olaf,Aphelios,Diana,Warwick,Orianna,"El draft aliado mezcla engage, objective control y roaming tempo, mientras el rival amenaza con side lane pressure y hypercarry. La composición necesita moverse primero, ganar prioridad de oleadas y llegar antes a las jugadas del mapa. La ejecución depende de prioridad de oleadas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3439,Viktor,Ashe,Anivia,Ezreal,Poppy,Graves,DrMundo,Olaf,Zoe,Amumu,"El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. En la práctica, Viktor y Ezreal necesitan que Ashe controle los primeros movimientos contra Graves y Amumu. La prioridad debería girar alrededor de primer heraldo, placas y presión de río.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
3440,RekSai,Karma,Lulu,Sona,Katarina,Nasus,Vladimir,Akshan,Cassiopeia,Thresh,"El draft aliado mezcla engage, lane pressure y disengage, mientras el rival amenaza con splitpush y splitpush. La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. La ejecución depende de amenaza sobre carries.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3441,Talon,Viego,Thresh,Taric,Poppy,Xayah,Syndra,Jayce,Trundle,Kled,"La lectura inicial indica que, con Talon, Viego y Thresh frente a Xayah, Syndra y Jayce, La composición necesita esperar cooldowns importantes y buscar una pelea agrupada donde varias habilidades impacten al mismo tiempo. El foco debe estar en peleas agrupadas por dragón o barón, cuidando posición del tirador.",wombo combo,mid,peleas agrupadas por dragón o barón,bajo,Depende de cooldowns definitivos.,V3_implicit_contextual
3442,Kindred,Poppy,Rakan,Draven,Kled,Fiddlesticks,RenataGlasc,Karma,Gragas,Alistar,"En este escenario, con Kindred, Poppy y Rakan frente a Fiddlesticks, RenataGlasc y Karma, La ventaja aparece al administrar recursos del mapa, dividir presión y evitar peleas frontales innecesarias. El foco debe estar en oleadas laterales y estructuras, cuidando flancos laterales.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
3443,MissFortune,Lissandra,Jhin,Ashe,Corki,Graves,Mordekaiser,Garen,Irelia,Yuumi,"El draft aliado mezcla scaling, scaling y lane pressure, mientras el rival amenaza con objective control y engage. La condición de victoria aparece antes del minuto quince, especialmente si la jungla conecta con líneas fuertes. La ejecución depende de prioridad de oleadas.",agresivo early,early,"primer heraldo, placas y presión de río",bajo,No extender partida sin ventaja.,V3_implicit_contextual
3444,BelVeth,Yorick,Nidalee,Neeko,Lucian,Kayn,Akshan,Xerath,Gwen,Janna,"La lectura inicial indica que, con BelVeth, Yorick y Nidalee frente a Kayn, Akshan y Xerath, El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. El foco debe estar en torres laterales y presión cruzada, cuidando setup de Nashor.",splitpush táctico,mid-late,torres laterales y presión cruzada,alto,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3445,Naafiri,Alistar,Rammus,Heimerdinger,Varus,Vi,Sion,Draven,Talon,KaiSa,"La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. En la práctica, Naafiri y Heimerdinger necesitan que Alistar controle los primeros movimientos contra Vi y KaiSa. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
3446,Caitlyn,Singed,Yorick,Vex,Neeko,Lux,Milio,Teemo,Akali,Zoe,"La composición aliada se beneficia cuando, con Caitlyn, Singed y Yorick frente a Lux, Milio y Teemo, El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. El foco debe estar en torres laterales y presión cruzada, cuidando presión de mapa.",splitpush táctico,mid-late,torres laterales y presión cruzada,bajo,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3447,Ashe,Warwick,Maokai,Rengar,Karthus,Nami,Lucian,Jayce,Sion,Talon,"Por la forma del draft, con Ashe, Warwick y Maokai frente a Nami, Lucian y Jayce, La presión viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. El foco debe estar en torres y zonas neutrales, cuidando ventanas de tempo.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3448,Karma,Hwei,Nasus,ChoGath,Sona,Janna,Nocturne,Viego,Gwen,Elise,"El punto clave será que, con Karma, Hwei y Nasus frente a Janna, Nocturne y Viego, El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. El foco debe estar en dragones, heraldo y visión previa, cuidando rotaciones limpias.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
3449,Lux,Lillia,Nidalee,Kayn,Lulu,Xayah,Ahri,XinZhao,Aatrox,Ryze,"El punto clave será que, con Lux, Lillia y Nidalee frente a Xayah, Ahri y XinZhao, La composición tiene varias formas de entrar sobre la retaguardia rival y eliminar al tirador antes de que pueda pegar libremente. El foco debe estar en torres exteriores y castigo sobre carries, cuidando prioridad de oleadas.",dive composition,early-mid,torres exteriores y castigo sobre carries,medio,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
3450,Zoe,Mordekaiser,Tryndamere,Fizz,Ezreal,Kennen,Briar,KhaZix,Azir,Graves,"La lectura inicial indica que, con Zoe, Mordekaiser y Tryndamere frente a Kennen, Briar y KhaZix, La condición de victoria aparece antes del minuto quince, especialmente si la jungla conecta con líneas fuertes. El foco debe estar en primer heraldo, placas y presión de río, cuidando zona de dragón.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
3451,ChoGath,Evelynn,Morgana,Taric,Malphite,Syndra,Kassadin,XinZhao,Aphelios,Vi,"Por la forma del draft, con ChoGath, Evelynn y Morgana frente a Syndra, Kassadin y XinZhao, El equipo puede ganar moviendo mejor las oleadas, presionando laterales y forzando al rival a responder en zonas opuestas. El foco debe estar en oleadas laterales y estructuras, cuidando ventanas de tempo.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
3452,Yasuo,XinZhao,Zoe,Briar,Nunu,Quinn,Alistar,Yorick,Viktor,Camille,"En este escenario, con Yasuo, XinZhao y Zoe frente a Quinn, Alistar y Yorick, No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. El foco debe estar en peleas agrupadas por dragón o barón, cuidando flancos laterales.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
3453,Sivir,TwistedFate,Vayne,Shaco,Evelynn,KSante,Ahri,Illaoi,AurelionSol,Udyr,"El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. En la práctica, Sivir y Shaco necesitan que TwistedFate controle los primeros movimientos contra KSante y Udyr. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3454,Nami,Shyvana,Yone,Riven,Singed,Corki,Janna,Aphelios,Jhin,Xayah,"No conviene iniciar peleas largas; es mejor buscar una captura previa y luego convertirla en torre, dragón o Nashor. En la práctica, Nami y Riven necesitan que Shyvana controle los primeros movimientos contra Corki y Xayah. La prioridad debería girar alrededor de visión oscura antes de Nashor.",pick composition,mid,visión oscura antes de Nashor,alto,Requiere visión profunda.,V3_implicit_contextual
3455,Lissandra,Varus,Veigar,Camille,MasterYi,Olaf,Gangplank,Rell,Talon,Galio,"La lectura inicial indica que, con Lissandra, Varus y Veigar frente a Olaf, Gangplank y Rell, El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. El foco debe estar en torres y zonas neutrales, cuidando setup de Nashor.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3456,Bard,Cassiopeia,Xayah,Sion,Sejuani,Sona,Galio,Diana,Ziggs,Olaf,"No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. En la práctica, Bard y Sion necesitan que Cassiopeia controle los primeros movimientos contra Sona y Olaf. La prioridad debería girar alrededor de heraldo, dives y rotaciones tempranas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3457,Alistar,Ashe,Kayle,Zilean,MasterYi,Graves,Senna,Corki,Rell,Wukong,"Con una ejecución ordenada, con Alistar, Ashe y Kayle frente a Graves, Senna y Corki, El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. El foco debe estar en primer heraldo, placas y presión de río, cuidando rotaciones limpias.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
3458,Hwei,Illaoi,Gangplank,TwistedFate,Irelia,Maokai,Veigar,Anivia,Rengar,Nidalee,"El draft aliado mezcla capturas previas, side lane pressure y engage, mientras el rival amenaza con objective control y control mage. El equipo debe llegar antes a dragón o heraldo, colocar visión profunda y usar prioridad de líneas para controlar entradas. La ejecución depende de presión de mapa.",jugar a objetivos,mid,"dragones, heraldo y visión previa",medio,Necesita prioridad previa de líneas.,V3_implicit_contextual
3459,LeBlanc,Wukong,Lux,Tryndamere,DrMundo,Sion,Kayn,Ziggs,Evelynn,Hecarim,"La lectura inicial indica que, con LeBlanc, Wukong y Lux frente a Sion, Kayn y Ziggs, La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. El foco debe estar en dragón o Nashor con formación estable, cuidando río sin vision.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
3460,Azir,Kayn,Talon,Sejuani,Samira,Amumu,Shen,Sivir,Riven,Hecarim,"El draft aliado mezcla scaling, dive y engage, mientras el rival amenaza con engage y bruiser dive. No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. La ejecución depende de presión de mapa.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",medio,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3461,Urgot,Rammus,Rell,Katarina,Yasuo,Quinn,Brand,Nocturne,Zac,Sivir,"La composición aliada se beneficia cuando, con Urgot, Rammus y Rell frente a Quinn, Brand y Nocturne, El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. El foco debe estar en primer heraldo, placas y presión de río, cuidando control de visión.",agresivo early,early,"primer heraldo, placas y presión de río",medio,No extender partida sin ventaja.,V3_implicit_contextual
3462,MasterYi,Zac,Annie,Nocturne,Darius,Naafiri,Pantheon,DrMundo,Olaf,Karthus,"El draft aliado mezcla early gank, early gank y capturas previas, mientras el rival amenaza con roaming tempo y roaming tempo. No se trata de esperar escalado, sino de encadenar jugadas rápidas antes de que el rival estabilice. La ejecución depende de posición del tirador.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
3463,Trundle,Nidalee,Corki,Sona,Hwei,Zilean,Talon,Heimerdinger,Volibear,Lulu,"El punto clave será que, con Trundle, Nidalee y Corki frente a Zilean, Talon y Heimerdinger, La composición gana si controla espacio con rango, limpia oleadas rápido y evita peleas cerradas sin ventaja previa. El foco debe estar en torres y zonas neutrales, cuidando rotaciones limpias.",poke composition,mid,torres y zonas neutrales,medio,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
3464,MasterYi,Milio,Nocturne,Swain,Tryndamere,Gangplank,Rakan,Gwen,Diana,Udyr,"El equipo puede decidir la partida si encuentra una entrada múltiple en espacios cerrados como río o jungla. En la práctica, MasterYi y Swain necesitan que Milio controle los primeros movimientos contra Gangplank y Udyr. La prioridad debería girar alrededor de peleas agrupadas por dragón o barón.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
3465,Leona,Quinn,Kassadin,Amumu,Mel,Poppy,Fiora,Braum,TwistedFate,Ahri,"Con una ejecución ordenada, con Leona, Quinn y Kassadin frente a Poppy, Fiora y Braum, La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. El foco debe estar en peleas tardías con el carry protegido, cuidando río sin visión.",protect hypercarry,late,peleas tardías con el carry protegido,medio,Vulnerable a dive y pick comp.,V3_implicit_contextual
3466,Nidalee,Malphite,Yorick,Udyr,VelKoz,Ziggs,RekSai,Aphelios,Vex,Zeri,"El draft aliado mezcla tempo, engage y bruiser dive, mientras el rival amenaza con control mage y engage. La presión debe dividir al rival, forzarlo a elegir entre defender torres laterales o contestar objetivos mayores. La ejecución depende de rotaciones limpias.",splitpush táctico,mid-late,torres laterales y presión cruzada,bajo,Requiere visión lateral y TP disponible.,V3_implicit_contextual
3467,Kled,Naafiri,Sett,Nocturne,Nilah,Nami,Bard,Sona,Ahri,Shaco,"El draft aliado mezcla bruiser dive, roaming tempo y bruiser dive, mientras el rival amenaza con peel y engage. El plan requiere coordinar entradas rápidas, cerrar distancia y castigar carries inmóviles cuando gasten destellos. La ejecución depende de posición del tirador.",dive composition,early-mid,torres exteriores y castigo sobre carries,alto,Riesgo alto si el rival tiene disengage.,V3_implicit_contextual
